,carat_encoded,cut_encoded,clarity_encoded,color_encoded,depth
24528,2.0,3.0,2.0,2.0,61.3
24529,2.0,4.0,3.0,3.0,63.0
24530,2.0,3.0,5.0,3.0,61.2
24531,2.0,2.0,3.0,5.0,62.7
24532,2.0,3.0,2.0,0.0,59.8
24533,2.0,3.0,2.0,0.0,59.5
24534,2.0,3.0,2.0,0.0,59.2
24535,1.0,4.0,4.0,2.0,62.1
24536,2.0,1.0,2.0,4.0,63.8
24537,2.0,4.0,2.0,2.0,62.7
24538,2.0,0.0,3.0,1.0,65.0
24539,2.0,4.0,2.0,3.0,61.6
24540,2.0,2.0,1.0,4.0,63.4
24541,2.0,3.0,2.0,5.0,60.5
24542,2.0,3.0,2.0,4.0,61.2
24543,2.0,4.0,3.0,3.0,62.8
24544,2.0,3.0,4.0,3.0,62.4
24545,2.0,4.0,1.0,3.0,61.9
24546,2.0,3.0,3.0,6.0,61.1
24547,2.0,4.0,3.0,6.0,62.0
24548,2.0,2.0,3.0,4.0,63.3
24549,2.0,2.0,1.0,5.0,59.8
24550,2.0,2.0,3.0,3.0,62.1
24551,2.0,4.0,3.0,3.0,61.1
24552,1.0,4.0,5.0,2.0,62.2
24553,2.0,3.0,1.0,5.0,61.1
24554,2.0,4.0,2.0,4.0,62.1
24555,2.0,2.0,2.0,1.0,62.9
24556,2.0,3.0,2.0,5.0,59.8
24557,2.0,2.0,4.0,6.0,60.2
24558,2.0,2.0,3.0,0.0,61.4
24559,2.0,4.0,3.0,3.0,59.8
24560,1.0,4.0,5.0,0.0,62.0
24561,2.0,4.0,5.0,4.0,61.9
24562,2.0,3.0,2.0,1.0,61.3
24563,2.0,2.0,1.0,6.0,62.6
24564,2.0,3.0,1.0,3.0,62.1
24565,2.0,4.0,2.0,2.0,62.5
24566,2.0,2.0,4.0,3.0,61.7
24567,2.0,3.0,2.0,6.0,62.1
24568,2.0,4.0,3.0,4.0,62.2
24569,1.0,4.0,7.0,1.0,61.4
24570,2.0,2.0,3.0,2.0,62.6
24571,2.0,1.0,2.0,1.0,64.2
24572,2.0,4.0,2.0,2.0,61.0
24573,2.0,3.0,3.0,3.0,62.5
24574,2.0,3.0,3.0,3.0,62.7
24575,2.0,2.0,3.0,3.0,63.3
24576,2.0,2.0,3.0,3.0,63.5
24577,2.0,2.0,3.0,4.0,61.9
24578,2.0,2.0,3.0,4.0,62.8
24579,2.0,3.0,2.0,4.0,61.4
24580,2.0,4.0,1.0,5.0,62.3
24581,2.0,3.0,1.0,3.0,62.2
24582,2.0,4.0,2.0,6.0,62.7
24583,1.0,2.0,5.0,3.0,62.6
24584,2.0,3.0,1.0,0.0,60.0
24585,1.0,2.0,7.0,1.0,59.2
24586,2.0,3.0,2.0,1.0,61.8
24587,2.0,4.0,5.0,4.0,62.0
24588,2.0,3.0,2.0,1.0,60.4
24589,2.0,3.0,3.0,2.0,61.8
24590,1.0,3.0,4.0,3.0,60.8
24591,1.0,2.0,7.0,2.0,62.3
24592,2.0,2.0,3.0,3.0,63.5
24593,1.0,4.0,6.0,2.0,61.5
24594,2.0,4.0,4.0,5.0,62.3
24595,2.0,4.0,3.0,3.0,62.8
24596,2.0,2.0,1.0,4.0,63.3
24597,2.0,4.0,2.0,1.0,62.0
24598,2.0,0.0,4.0,5.0,66.3
24599,2.0,4.0,2.0,4.0,61.8
24600,1.0,4.0,5.0,0.0,62.0
24601,2.0,2.0,2.0,6.0,63.5
24602,2.0,2.0,4.0,3.0,59.3
24603,2.0,1.0,2.0,0.0,63.8
24604,2.0,3.0,1.0,4.0,59.4
24605,2.0,0.0,4.0,4.0,58.3
24606,2.0,1.0,1.0,5.0,61.0
24607,2.0,1.0,1.0,3.0,57.5
24608,2.0,3.0,1.0,4.0,62.6
24609,2.0,3.0,2.0,4.0,61.8
24610,1.0,4.0,7.0,3.0,61.3
24611,2.0,2.0,1.0,5.0,63.8
24612,2.0,4.0,1.0,5.0,60.5
24613,2.0,3.0,3.0,5.0,62.7
24614,2.0,3.0,1.0,4.0,62.5
24615,1.0,4.0,7.0,3.0,60.6
24616,2.0,1.0,1.0,5.0,63.8
24617,2.0,4.0,3.0,4.0,62.6
24618,2.0,4.0,3.0,3.0,62.2
24619,2.0,0.0,4.0,3.0,60.8
24620,2.0,3.0,4.0,3.0,62.4
24621,2.0,4.0,2.0,3.0,61.7
24622,1.0,4.0,6.0,2.0,59.7
24623,1.0,4.0,6.0,2.0,62.1
24624,1.0,4.0,5.0,2.0,62.2
24625,2.0,3.0,3.0,3.0,62.6
24626,2.0,4.0,3.0,3.0,61.1
24627,2.0,1.0,3.0,6.0,63.9
24628,2.0,3.0,4.0,6.0,60.2
24629,2.0,1.0,1.0,5.0,59.1
24630,1.0,1.0,5.0,1.0,62.8
24631,2.0,2.0,3.0,6.0,60.8
24632,2.0,2.0,4.0,3.0,62.1
24633,2.0,3.0,2.0,1.0,61.3
24634,2.0,3.0,1.0,6.0,62.6
24635,2.0,3.0,1.0,5.0,62.1
24636,2.0,4.0,5.0,4.0,62.6
24637,2.0,4.0,1.0,1.0,62.7
24638,2.0,4.0,3.0,2.0,61.9
24639,2.0,3.0,2.0,6.0,62.1
24640,2.0,3.0,1.0,5.0,59.8
24641,2.0,2.0,6.0,4.0,61.5
24642,2.0,2.0,1.0,0.0,62.5
24643,2.0,4.0,2.0,0.0,61.4
24644,2.0,3.0,4.0,5.0,62.6
24645,2.0,1.0,1.0,5.0,63.5
24646,2.0,3.0,3.0,2.0,62.2
24647,2.0,3.0,1.0,1.0,60.3
24648,2.0,2.0,7.0,4.0,63.0
24649,1.0,4.0,5.0,0.0,62.0
24650,2.0,4.0,2.0,3.0,60.6
24651,2.0,4.0,2.0,2.0,60.2
24652,2.0,3.0,3.0,4.0,61.9
24653,2.0,3.0,3.0,4.0,62.8
24654,1.0,4.0,5.0,0.0,61.6
24655,2.0,4.0,4.0,5.0,61.9
24656,2.0,2.0,3.0,4.0,61.7
24657,2.0,3.0,2.0,4.0,61.4
24658,2.0,2.0,3.0,2.0,61.9
24659,2.0,2.0,3.0,1.0,60.3
24660,2.0,3.0,3.0,5.0,59.5
24661,1.0,4.0,5.0,1.0,60.9
24662,2.0,4.0,2.0,5.0,60.9
24663,2.0,0.0,1.0,3.0,65.2
24664,2.0,2.0,1.0,3.0,63.4
24665,2.0,3.0,1.0,3.0,60.8
24666,2.0,3.0,4.0,3.0,62.4
24667,2.0,1.0,3.0,2.0,61.0
24668,2.0,2.0,3.0,2.0,63.7
24669,2.0,3.0,3.0,3.0,62.6
24670,1.0,2.0,6.0,1.0,61.3
24671,2.0,0.0,1.0,0.0,64.5
24672,2.0,4.0,1.0,0.0,61.8
24673,2.0,3.0,1.0,5.0,61.4
24674,1.0,4.0,6.0,2.0,61.2
24675,1.0,4.0,5.0,1.0,59.9
24676,2.0,4.0,4.0,3.0,60.6
24677,2.0,3.0,4.0,3.0,61.4
24678,2.0,3.0,4.0,3.0,62.4
24679,2.0,2.0,3.0,3.0,59.6
24680,2.0,2.0,3.0,2.0,63.9
24681,2.0,3.0,4.0,5.0,62.5
24682,2.0,4.0,2.0,6.0,61.6
24683,2.0,2.0,3.0,6.0,60.8
24684,2.0,3.0,3.0,6.0,59.9
24685,2.0,2.0,2.0,1.0,62.3
24686,2.0,1.0,4.0,5.0,58.3
24687,2.0,4.0,3.0,3.0,62.2
24688,2.0,3.0,1.0,5.0,58.2
24689,1.0,4.0,7.0,2.0,61.7
24690,0.0,1.0,1.0,1.0,63.4
24691,0.0,1.0,1.0,1.0,63.2
24692,0.0,2.0,1.0,1.0,59.5
24693,0.0,1.0,1.0,1.0,63.3
24694,0.0,2.0,5.0,3.0,60.4
24695,0.0,4.0,5.0,3.0,62.2
24696,0.0,2.0,5.0,3.0,59.7
24697,0.0,2.0,5.0,3.0,62.9
24698,0.0,2.0,6.0,4.0,62.6
24699,0.0,2.0,6.0,4.0,61.1
24700,0.0,1.0,6.0,4.0,63.1
24701,0.0,4.0,6.0,4.0,62.5
24702,0.0,4.0,3.0,5.0,61.8
24703,0.0,4.0,3.0,1.0,62.1
24704,0.0,4.0,3.0,1.0,61.7
24705,0.0,4.0,4.0,2.0,61.5
24706,0.0,4.0,2.0,5.0,61.6
24707,0.0,4.0,2.0,3.0,60.2
24708,0.0,4.0,2.0,3.0,61.9
24709,0.0,3.0,3.0,1.0,58.6
24710,0.0,3.0,3.0,1.0,58.1
24711,0.0,2.0,4.0,4.0,63.2
24712,0.0,2.0,3.0,1.0,61.5
24713,0.0,2.0,4.0,3.0,61.6
24714,0.0,2.0,4.0,3.0,61.9
24715,0.0,2.0,4.0,3.0,60.5
24716,0.0,2.0,4.0,1.0,58.4
24717,0.0,2.0,4.0,1.0,63.8
24718,0.0,2.0,2.0,1.0,58.3
24719,0.0,4.0,3.0,2.0,61.1
24720,1.0,4.0,7.0,2.0,62.3
24721,1.0,4.0,7.0,3.0,60.6
24722,2.0,4.0,3.0,4.0,62.6
24723,2.0,2.0,1.0,5.0,62.8
24724,2.0,2.0,1.0,5.0,62.8
24725,2.0,4.0,1.0,1.0,62.7
24726,2.0,3.0,1.0,6.0,60.9
24727,2.0,2.0,3.0,3.0,64.0
24728,2.0,3.0,3.0,5.0,59.2
24729,2.0,1.0,3.0,4.0,63.7
24730,2.0,3.0,2.0,6.0,62.1
24731,2.0,3.0,1.0,3.0,61.4
24732,2.0,3.0,3.0,2.0,62.1
24733,2.0,3.0,7.0,4.0,60.2
24734,2.0,3.0,3.0,3.0,59.4
24735,2.0,3.0,2.0,4.0,62.9
24736,2.0,3.0,4.0,3.0,60.2
24737,2.0,2.0,3.0,2.0,63.2
24738,2.0,3.0,2.0,4.0,61.4
24739,2.0,3.0,1.0,2.0,59.3
24740,2.0,3.0,4.0,5.0,62.2
24741,1.0,4.0,6.0,2.0,61.1
24742,2.0,3.0,1.0,6.0,60.0
24743,2.0,3.0,2.0,5.0,59.6
24744,2.0,2.0,1.0,4.0,63.2
24745,1.0,4.0,6.0,3.0,61.3
24746,2.0,3.0,4.0,5.0,60.7
24747,2.0,4.0,1.0,1.0,62.7
24748,2.0,3.0,1.0,0.0,61.9
24749,2.0,2.0,1.0,4.0,62.7
24750,2.0,2.0,3.0,4.0,59.2
24751,2.0,3.0,4.0,5.0,62.6
24752,2.0,3.0,7.0,4.0,63.0
24753,2.0,1.0,1.0,0.0,63.1
24754,2.0,4.0,1.0,5.0,61.7
24755,2.0,2.0,3.0,6.0,61.1
24756,2.0,4.0,3.0,3.0,62.0
24757,1.0,2.0,5.0,0.0,61.5
24758,2.0,3.0,3.0,3.0,60.5
24759,2.0,2.0,3.0,6.0,60.7
24760,2.0,4.0,3.0,3.0,61.9
24761,2.0,3.0,1.0,5.0,58.0
24762,2.0,3.0,1.0,5.0,61.2
24763,2.0,3.0,1.0,4.0,60.9
24764,2.0,3.0,4.0,3.0,60.2
24765,2.0,3.0,3.0,3.0,61.8
24766,2.0,3.0,3.0,4.0,61.9
24767,2.0,3.0,5.0,5.0,61.7
24768,2.0,4.0,2.0,6.0,62.2
24769,2.0,3.0,3.0,3.0,62.6
24770,2.0,3.0,1.0,6.0,60.8
24771,2.0,3.0,1.0,4.0,61.5
24772,2.0,2.0,1.0,1.0,62.8
24773,2.0,3.0,4.0,2.0,62.7
24774,2.0,4.0,3.0,3.0,60.7
24775,2.0,4.0,3.0,3.0,61.7
24776,2.0,4.0,3.0,3.0,62.0
24777,2.0,4.0,2.0,2.0,61.1
24778,2.0,1.0,1.0,4.0,59.0
24779,2.0,3.0,1.0,6.0,62.6
24780,2.0,2.0,2.0,2.0,63.3
24781,2.0,4.0,3.0,3.0,61.5
24782,2.0,4.0,3.0,3.0,62.2
24783,2.0,1.0,5.0,3.0,63.8
24785,2.0,4.0,3.0,1.0,61.1
24786,2.0,3.0,3.0,3.0,60.8
24787,2.0,1.0,3.0,2.0,58.6
24788,2.0,2.0,3.0,3.0,61.9
24789,2.0,4.0,2.0,0.0,62.0
24790,2.0,3.0,3.0,6.0,60.8
24791,2.0,4.0,3.0,3.0,62.2
24792,1.0,4.0,5.0,0.0,62.7
24793,1.0,4.0,5.0,3.0,60.3
24794,2.0,2.0,2.0,4.0,60.8
24795,2.0,4.0,2.0,1.0,61.5
24796,2.0,3.0,2.0,2.0,62.6
24797,2.0,3.0,3.0,3.0,61.9
24798,1.0,4.0,7.0,3.0,62.0
24799,2.0,3.0,1.0,5.0,63.0
24800,2.0,3.0,1.0,5.0,62.8
24801,2.0,4.0,1.0,5.0,60.0
24802,2.0,4.0,2.0,5.0,61.7
24803,2.0,1.0,2.0,2.0,59.8
24804,2.0,2.0,4.0,3.0,62.8
24805,2.0,4.0,3.0,4.0,62.4
24806,2.0,3.0,7.0,4.0,60.2
24807,2.0,3.0,3.0,3.0,61.2
24808,2.0,2.0,2.0,0.0,63.0
24809,2.0,4.0,2.0,3.0,62.1
24810,2.0,3.0,1.0,5.0,62.7
24811,2.0,3.0,1.0,4.0,61.9
24812,1.0,2.0,6.0,2.0,62.5
24813,2.0,4.0,1.0,6.0,62.3
24814,2.0,4.0,1.0,2.0,62.9
24815,2.0,2.0,4.0,6.0,61.0
24817,2.0,3.0,1.0,6.0,61.5
24818,2.0,2.0,1.0,4.0,63.4
24819,2.0,3.0,3.0,3.0,59.9
24820,2.0,3.0,4.0,3.0,61.5
24821,2.0,2.0,6.0,4.0,59.1
24822,2.0,3.0,1.0,6.0,60.0
24823,2.0,4.0,3.0,3.0,59.8
24824,2.0,2.0,3.0,2.0,60.9
24825,2.0,3.0,2.0,6.0,63.0
24826,2.0,3.0,3.0,4.0,59.2
24827,2.0,3.0,3.0,2.0,61.8
24828,2.0,2.0,3.0,3.0,58.9
24829,2.0,3.0,3.0,6.0,61.5
24830,2.0,2.0,4.0,3.0,60.3
24831,2.0,3.0,3.0,6.0,61.1
24832,2.0,3.0,1.0,0.0,61.7
24833,2.0,4.0,1.0,5.0,61.7
24834,2.0,3.0,2.0,4.0,61.4
24835,1.0,4.0,5.0,3.0,61.5
24836,2.0,1.0,3.0,0.0,64.1
24837,2.0,3.0,1.0,4.0,61.0
24838,2.0,4.0,3.0,3.0,62.0
24839,2.0,2.0,3.0,3.0,63.5
24840,2.0,1.0,1.0,3.0,63.9
24841,2.0,4.0,5.0,5.0,61.7
24842,2.0,1.0,7.0,4.0,63.1
24843,2.0,2.0,3.0,3.0,61.6
24844,2.0,3.0,3.0,2.0,63.0
24845,2.0,3.0,2.0,4.0,62.3
24846,2.0,4.0,4.0,5.0,61.4
24847,1.0,4.0,6.0,3.0,61.8
24848,2.0,3.0,4.0,5.0,61.8
24849,2.0,2.0,3.0,3.0,62.5
24850,2.0,4.0,1.0,6.0,60.8
24851,2.0,4.0,2.0,1.0,62.2
24852,2.0,4.0,1.0,1.0,62.8
24853,2.0,3.0,2.0,3.0,61.7
24854,1.0,4.0,6.0,2.0,61.5
24855,1.0,4.0,5.0,3.0,61.6
24856,2.0,4.0,3.0,6.0,62.3
24857,2.0,3.0,2.0,5.0,63.0
24858,2.0,3.0,1.0,2.0,61.3
24859,2.0,2.0,2.0,2.0,63.4
24860,2.0,1.0,5.0,3.0,63.8
24861,2.0,2.0,2.0,5.0,62.8
24862,2.0,0.0,1.0,4.0,64.9
24864,2.0,4.0,2.0,1.0,62.1
24865,2.0,3.0,3.0,3.0,61.9
24866,2.0,2.0,4.0,3.0,60.7
24867,2.0,1.0,2.0,5.0,64.3
24868,2.0,2.0,3.0,0.0,62.4
24869,2.0,3.0,3.0,3.0,62.7
24870,2.0,1.0,2.0,1.0,64.0
24871,2.0,3.0,2.0,2.0,58.3
24872,2.0,4.0,2.0,2.0,61.8
24873,2.0,4.0,2.0,1.0,61.5
24874,2.0,3.0,3.0,3.0,60.2
24875,2.0,3.0,4.0,3.0,61.1
24876,2.0,3.0,2.0,2.0,63.0
24877,2.0,4.0,2.0,0.0,61.3
24878,2.0,3.0,2.0,2.0,62.6
24879,2.0,3.0,3.0,4.0,62.4
24880,2.0,3.0,3.0,3.0,61.9
24881,2.0,3.0,1.0,4.0,61.5
24882,2.0,1.0,3.0,3.0,61.4
24883,1.0,2.0,6.0,0.0,62.8
24884,2.0,3.0,2.0,0.0,63.0
24885,2.0,1.0,1.0,3.0,63.8
24886,2.0,3.0,2.0,3.0,59.3
24887,2.0,3.0,1.0,3.0,59.7
24888,1.0,3.0,6.0,2.0,62.5
24889,2.0,4.0,3.0,4.0,60.5
24890,2.0,2.0,2.0,4.0,63.2
24891,2.0,1.0,1.0,1.0,57.3
24892,2.0,4.0,2.0,4.0,62.9
24893,1.0,3.0,6.0,1.0,60.2
24894,2.0,2.0,1.0,5.0,61.8
24895,2.0,4.0,2.0,1.0,61.2
24896,2.0,4.0,3.0,2.0,61.7
24897,2.0,3.0,1.0,0.0,60.6
24898,2.0,3.0,1.0,6.0,61.5
24899,2.0,3.0,2.0,0.0,60.2
24900,2.0,3.0,2.0,0.0,59.0
24901,2.0,4.0,2.0,0.0,61.2
24902,2.0,3.0,3.0,2.0,62.4
24903,2.0,4.0,2.0,2.0,61.7
24904,2.0,2.0,5.0,3.0,62.1
24905,2.0,1.0,3.0,6.0,62.9
24906,2.0,2.0,3.0,6.0,61.5
24907,2.0,3.0,3.0,4.0,62.8
24908,1.0,4.0,7.0,1.0,62.0
24909,2.0,2.0,4.0,3.0,61.8
24910,2.0,4.0,1.0,2.0,61.6
24911,2.0,4.0,3.0,3.0,62.0
24912,2.0,3.0,1.0,6.0,61.8
24913,2.0,4.0,2.0,6.0,62.6
24914,1.0,4.0,7.0,3.0,61.7
24915,2.0,3.0,1.0,0.0,60.6
24916,2.0,4.0,2.0,2.0,61.5
24917,2.0,3.0,2.0,2.0,58.0
24918,2.0,3.0,2.0,5.0,60.9
24919,2.0,3.0,2.0,5.0,63.0
24920,2.0,4.0,3.0,3.0,61.6
24921,2.0,2.0,7.0,4.0,63.1
24922,2.0,3.0,1.0,4.0,62.9
24923,2.0,0.0,1.0,4.0,64.5
24924,2.0,3.0,2.0,5.0,62.5
24925,2.0,2.0,3.0,0.0,63.0
24926,2.0,4.0,1.0,2.0,60.5
24927,2.0,4.0,2.0,4.0,61.9
24928,2.0,3.0,3.0,4.0,62.5
24929,2.0,4.0,4.0,3.0,61.8
24930,2.0,2.0,4.0,3.0,62.9
24931,2.0,2.0,4.0,3.0,62.4
24932,2.0,0.0,2.0,2.0,58.6
24933,2.0,3.0,2.0,4.0,60.6
24934,2.0,3.0,1.0,1.0,62.2
24935,2.0,4.0,1.0,1.0,62.1
24936,2.0,3.0,3.0,2.0,60.5
24937,2.0,4.0,2.0,5.0,61.8
24938,2.0,3.0,1.0,6.0,62.3
24939,2.0,4.0,5.0,4.0,61.4
24940,2.0,4.0,1.0,5.0,60.8
24941,2.0,4.0,4.0,3.0,62.5
24942,2.0,0.0,4.0,6.0,64.6
24943,2.0,3.0,3.0,6.0,60.5
24944,2.0,3.0,1.0,5.0,60.0
24945,2.0,4.0,3.0,4.0,62.5
24946,1.0,3.0,6.0,0.0,62.0
24947,1.0,4.0,6.0,3.0,61.9
24948,2.0,3.0,2.0,3.0,62.1
24949,2.0,3.0,1.0,3.0,62.8
24950,2.0,3.0,1.0,3.0,62.9
24951,2.0,4.0,7.0,4.0,61.4
24952,2.0,3.0,1.0,4.0,61.2
24953,2.0,3.0,3.0,2.0,62.2
24954,2.0,4.0,3.0,4.0,61.3
24955,2.0,4.0,3.0,3.0,61.4
24956,2.0,4.0,2.0,1.0,61.0
24957,2.0,3.0,1.0,2.0,62.0
24958,1.0,4.0,7.0,3.0,62.3
24959,2.0,0.0,2.0,4.0,65.1
24960,2.0,3.0,4.0,3.0,58.2
24961,2.0,2.0,3.0,4.0,62.6
24962,2.0,4.0,3.0,4.0,62.5
24963,2.0,3.0,2.0,0.0,61.6
24964,2.0,4.0,1.0,2.0,62.7
24965,2.0,3.0,2.0,4.0,63.0
24966,2.0,3.0,1.0,4.0,61.5
24967,2.0,4.0,4.0,3.0,61.9
24968,2.0,4.0,3.0,6.0,61.5
24969,2.0,1.0,2.0,5.0,64.1
24970,2.0,2.0,2.0,5.0,61.7
24971,2.0,4.0,3.0,5.0,61.0
24972,1.0,4.0,6.0,1.0,61.6
24973,2.0,3.0,3.0,2.0,62.2
24974,2.0,3.0,3.0,6.0,61.4
24975,2.0,4.0,2.0,4.0,61.8
24976,2.0,1.0,1.0,4.0,63.6
24977,2.0,3.0,3.0,3.0,62.0
24978,1.0,4.0,6.0,1.0,61.8
24979,1.0,4.0,4.0,0.0,62.4
24980,2.0,3.0,1.0,0.0,60.6
24981,2.0,3.0,3.0,4.0,61.3
24982,2.0,2.0,1.0,5.0,60.9
24983,2.0,2.0,3.0,6.0,61.3
24984,2.0,4.0,1.0,3.0,63.0
24985,2.0,2.0,3.0,6.0,62.6
24986,2.0,1.0,2.0,2.0,64.3
24987,2.0,1.0,2.0,2.0,63.2
24988,2.0,2.0,5.0,3.0,63.6
24989,2.0,2.0,1.0,5.0,63.1
24990,2.0,2.0,1.0,4.0,63.2
24991,2.0,0.0,2.0,4.0,66.3
24992,2.0,2.0,3.0,4.0,62.2
24993,2.0,3.0,3.0,2.0,62.0
24994,2.0,3.0,3.0,2.0,61.3
24995,2.0,4.0,3.0,3.0,60.2
24996,2.0,4.0,1.0,5.0,62.2
24997,2.0,3.0,4.0,1.0,60.1
24998,2.0,1.0,4.0,3.0,62.4
24999,2.0,2.0,3.0,3.0,61.1
25000,1.0,4.0,5.0,1.0,59.8
25001,2.0,3.0,3.0,2.0,59.4
25002,2.0,4.0,3.0,4.0,61.6
25003,2.0,4.0,3.0,3.0,62.1
25004,1.0,4.0,6.0,1.0,62.6
25005,2.0,2.0,3.0,2.0,59.7
25006,1.0,4.0,6.0,2.0,62.0
25007,2.0,3.0,1.0,3.0,60.7
25008,2.0,2.0,3.0,6.0,60.7
25009,2.0,1.0,3.0,6.0,58.0
25010,2.0,1.0,3.0,6.0,61.4
25011,2.0,3.0,3.0,6.0,62.3
25012,2.0,4.0,7.0,4.0,61.4
25013,2.0,1.0,3.0,6.0,59.6
25014,2.0,3.0,3.0,6.0,61.5
25015,2.0,0.0,5.0,3.0,64.8
25016,2.0,3.0,1.0,2.0,59.2
25017,2.0,4.0,3.0,3.0,62.2
25018,2.0,2.0,1.0,3.0,63.3
25019,2.0,2.0,1.0,3.0,63.2
25020,0.0,4.0,2.0,2.0,61.8
25021,0.0,4.0,2.0,1.0,61.7
25022,0.0,4.0,2.0,1.0,61.3
25023,0.0,4.0,2.0,1.0,61.7
25024,0.0,0.0,4.0,1.0,56.3
25025,0.0,3.0,6.0,1.0,60.8
25026,0.0,3.0,5.0,0.0,59.6
25027,0.0,3.0,1.0,1.0,60.5
25028,0.0,2.0,4.0,3.0,62.2
25029,0.0,2.0,4.0,2.0,59.8
25030,0.0,2.0,3.0,0.0,63.6
25031,0.0,2.0,2.0,2.0,60.7
25032,0.0,4.0,5.0,3.0,62.8
25033,0.0,4.0,3.0,2.0,62.2
25034,0.0,4.0,4.0,6.0,60.4
25035,0.0,1.0,2.0,1.0,60.5
25036,0.0,1.0,2.0,1.0,62.8
25037,0.0,3.0,1.0,5.0,62.7
25038,0.0,3.0,2.0,2.0,60.9
25039,0.0,3.0,2.0,2.0,62.1
25040,0.0,3.0,2.0,2.0,62.1
25041,0.0,4.0,2.0,2.0,62.3
25042,0.0,1.0,2.0,2.0,63.6
25043,0.0,3.0,2.0,2.0,61.7
25044,0.0,4.0,2.0,2.0,62.8
25045,0.0,2.0,2.0,2.0,63.5
25046,0.0,4.0,2.0,2.0,62.9
25047,0.0,2.0,2.0,2.0,63.5
25048,0.0,2.0,2.0,2.0,63.5
25049,0.0,3.0,1.0,5.0,60.0
25050,2.0,2.0,3.0,1.0,61.8
25051,2.0,3.0,1.0,6.0,62.3
25052,2.0,4.0,2.0,1.0,61.0
25053,2.0,3.0,1.0,6.0,59.7
25054,2.0,3.0,1.0,1.0,58.2
25055,2.0,3.0,1.0,5.0,60.7
25056,2.0,2.0,3.0,6.0,61.5
25057,2.0,3.0,3.0,6.0,61.5
25058,2.0,4.0,1.0,5.0,62.9
25059,2.0,3.0,1.0,5.0,59.2
25060,2.0,3.0,3.0,3.0,62.3
25061,2.0,2.0,1.0,6.0,62.8
25062,2.0,3.0,2.0,0.0,61.4
25063,2.0,2.0,4.0,5.0,61.9
25064,2.0,0.0,1.0,4.0,65.8
25065,2.0,1.0,2.0,5.0,64.1
25066,2.0,0.0,1.0,4.0,61.2
25067,1.0,4.0,5.0,0.0,61.8
25068,1.0,4.0,5.0,0.0,61.9
25069,2.0,4.0,2.0,0.0,61.9
25070,1.0,4.0,6.0,2.0,61.5
25071,1.0,4.0,6.0,1.0,62.0
25072,2.0,2.0,3.0,6.0,63.2
25073,2.0,1.0,4.0,3.0,63.8
25074,2.0,2.0,4.0,3.0,60.2
25075,1.0,4.0,6.0,1.0,61.6
25076,2.0,2.0,1.0,6.0,58.4
25077,2.0,3.0,1.0,3.0,62.2
25078,1.0,3.0,5.0,1.0,59.8
25079,2.0,3.0,3.0,4.0,62.6
25080,2.0,3.0,3.0,6.0,61.4
25081,2.0,1.0,2.0,0.0,61.3
25082,2.0,4.0,4.0,3.0,62.9
25083,2.0,3.0,3.0,3.0,62.0
25084,2.0,2.0,3.0,5.0,62.2
25085,2.0,3.0,4.0,3.0,61.9
25086,2.0,2.0,3.0,6.0,63.0
25087,2.0,3.0,3.0,4.0,61.3
25088,2.0,3.0,1.0,2.0,58.4
25089,2.0,4.0,1.0,4.0,61.9
25090,2.0,3.0,3.0,6.0,60.4
25091,2.0,1.0,1.0,3.0,62.7
25092,2.0,2.0,2.0,6.0,62.4
25093,2.0,2.0,2.0,2.0,63.2
25094,2.0,1.0,2.0,2.0,64.3
25095,2.0,0.0,2.0,2.0,64.8
25096,2.0,2.0,3.0,1.0,62.4
25097,1.0,4.0,5.0,2.0,61.8
25098,2.0,2.0,4.0,3.0,63.5
25099,2.0,3.0,3.0,4.0,62.2
25100,2.0,2.0,3.0,0.0,63.8
25101,2.0,4.0,5.0,4.0,62.2
25102,1.0,2.0,5.0,0.0,62.4
25103,2.0,2.0,2.0,0.0,62.8
25104,2.0,4.0,3.0,4.0,62.2
25105,2.0,3.0,4.0,3.0,62.4
25106,2.0,3.0,1.0,6.0,62.7
25107,2.0,3.0,1.0,5.0,61.4
25108,2.0,4.0,3.0,5.0,60.5
25109,2.0,4.0,3.0,2.0,62.2
25110,2.0,1.0,3.0,1.0,63.7
25111,1.0,4.0,5.0,0.0,62.4
25112,2.0,4.0,3.0,2.0,60.2
25113,2.0,1.0,2.0,6.0,60.3
25114,2.0,2.0,1.0,4.0,63.1
25115,2.0,2.0,2.0,2.0,60.6
25116,2.0,4.0,5.0,5.0,61.9
25117,1.0,4.0,5.0,1.0,61.7
25118,2.0,4.0,4.0,4.0,62.0
25119,2.0,3.0,2.0,3.0,60.6
25120,2.0,3.0,3.0,6.0,62.3
25121,2.0,2.0,1.0,5.0,59.5
25122,1.0,4.0,7.0,2.0,62.6
25123,2.0,3.0,3.0,6.0,61.5
25124,2.0,4.0,2.0,3.0,61.7
25125,2.0,3.0,3.0,6.0,61.5
25126,2.0,3.0,1.0,1.0,59.9
25127,2.0,3.0,3.0,1.0,61.8
25128,2.0,3.0,3.0,2.0,62.8
25129,2.0,4.0,3.0,4.0,62.4
25130,2.0,1.0,4.0,3.0,63.1
25131,2.0,2.0,4.0,3.0,62.5
25132,2.0,3.0,3.0,6.0,62.0
25133,2.0,2.0,3.0,5.0,60.2
25134,2.0,2.0,2.0,5.0,61.8
25135,2.0,2.0,3.0,6.0,59.3
25136,2.0,3.0,1.0,5.0,62.3
25137,2.0,0.0,3.0,6.0,57.0
